,file_name,align/measure,H K L,energy_start,energy_end,energy_step,num_data_command,num_data_measured,mon,measure_date,measure_delta_time(min),instrument_setting_time(min),measure_time(min),command
244,051026,measure,-3.3 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 02:21:24,9.6,2.2,7.4,bs qh -3.3 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
245,051027,measure,-3.4 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 02:30:57,9.6,2.2,7.4,bs qh -3.4 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
246,051028,measure,-3.5 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 02:40:31,9.6,2.2,7.4,bs qh -3.5 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
247,051029,measure,-3.6 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 02:50:06,9.6,2.2,7.4,bs qh -3.6 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
248,051030,measure,-3.7 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 02:59:40,9.6,2.2,7.4,bs qh -3.7 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
249,051031,measure,-3.8 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:09:15,9.6,2.2,7.4,bs qh -3.8 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
250,051032,measure,-3.9 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:18:49,9.6,2.2,7.4,bs qh -3.9 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
251,051033,measure,-4.0 0.0 6.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:28:23,10.1,2.7,7.4,bs qh -4.0 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 50000
252,051034,measure,0.0 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:38:29,9.4,2.0,7.4,bs qh 0.0 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
253,051035,measure,0.1 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:47:51,9.4,2.0,7.4,bs qh 0.1 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
254,051036,measure,0.2 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 03:57:13,9.4,2.0,7.4,bs qh 0.2 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
255,051037,measure,0.3 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:06:36,9.4,2.0,7.4,bs qh 0.3 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
256,051038,measure,0.4 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:16:00,9.4,2.0,7.4,bs qh 0.4 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
257,051039,measure,0.5 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:25:23,9.4,2.0,7.4,bs qh 0.5 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
258,051040,measure,0.6 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:34:48,9.4,2.0,7.4,bs qh 0.6 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
259,051041,measure,0.7 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:44:11,9.4,2.0,7.4,bs qh 0.7 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
260,051042,measure,0.8 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 04:53:34,9.4,2.0,7.4,bs qh 0.8 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
261,051043,measure,0.9 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 05:03:01,9.4,2.0,7.4,bs qh 0.9 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
262,051044,measure,1.0 0.0 5.0,45.0,49.5,0.5,10,10,50000,27-Jun-24 05:12:26,9.2,1.8,7.4,bs qh 1.0 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 50000
263,051045,measure,0.0 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 05:21:35,7.9,2.0,5.9,bs qh 0.0 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
264,051046,measure,0.1 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 05:29:30,7.9,2.0,5.9,bs qh 0.1 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
265,051047,measure,0.2 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 05:37:24,7.9,2.0,5.9,bs qh 0.2 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
266,051048,measure,0.3 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 05:45:20,7.9,2.0,5.9,bs qh 0.3 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
267,051049,measure,0.4 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 05:53:15,7.9,2.0,5.9,bs qh 0.4 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
268,051050,measure,0.5 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:01:09,8.0,2.1,5.9,bs qh 0.5 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
269,051051,measure,0.6 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:09:06,7.9,2.0,5.9,bs qh 0.6 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
270,051052,measure,0.7 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:17:00,7.9,2.0,5.9,bs qh 0.7 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
271,051053,measure,0.8 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:24:56,8.0,2.1,5.9,bs qh 0.8 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
272,051054,measure,0.9 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:32:54,8.0,2.1,5.9,bs qh 0.9 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
273,051055,measure,1.0 0.0 5.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:40:51,8.6,2.7,5.9,bs qh 1.0 0.0 5.0 45 dqh 0 0 0 0.5 np 10 mn 40000
274,051056,measure,-3.0 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:49:29,8.1,2.2,5.9,bs qh -3.0 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
275,051057,measure,-3.1 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 06:57:33,8.1,2.2,5.9,bs qh -3.1 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
276,051058,measure,-3.2 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:05:38,8.1,2.2,5.9,bs qh -3.2 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
277,051059,measure,-3.3 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:13:43,8.1,2.2,5.9,bs qh -3.3 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
278,051060,measure,-3.4 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:21:47,8.1,2.2,5.9,bs qh -3.4 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
279,051061,measure,-3.5 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:29:52,8.1,2.2,5.9,bs qh -3.5 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
280,051062,measure,-3.6 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:37:56,8.1,2.2,5.9,bs qh -3.6 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
281,051063,measure,-3.7 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:46:01,8.1,2.2,5.9,bs qh -3.7 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
282,051064,measure,-3.8 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 07:54:05,8.0,2.1,5.9,bs qh -3.8 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
283,051065,measure,-3.9 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 08:02:08,8.1,2.2,5.9,bs qh -3.9 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
284,051066,measure,-4.0 0.0 6.0,45.0,49.5,0.5,10,10,40000,27-Jun-24 08:10:12,93.8,87.9,5.9,bs qh -4.0 0.0 6.0 45 dqh 0 0 0 0.5 np 10 mn 40000
285,051067,measure,15.0 0.0 0.0,70.0,80.0,0.5,21,3,50000,27-Jun-24 09:43:59,3.8,0.9,2.9,bs qh 15.0 0.0 0.0 70 dqh 0 0 0 0.5 np 21 mn 50000
286,051068,measure,15.0 0.0 0.0,65.0,75.0,0.5,21,18,50000,27-Jun-24 09:47:50,23.8,3.9,19.9,bs qh 15.0 0.0 0.0 65 dqh 0 0 0 0.5 np 21 mn 50000
287,051069,measure,15.0 0.0 0.0,65.0,75.0,0.5,21,2,50000,27-Jun-24 10:11:35,0.0,0.0,1.6,bs qh 15.0 0.0 0.0 65 dqh 0 0 0 0.5 np 21 mn 50000
